"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 16, 2019","41,450","41,150","41,450","40,700","8.48M","0.85%"
"Jan 15, 2019","41,100","40,050","41,100","39,850","11.22M","2.62%"
"Jan 14, 2019","40,050","40,450","40,700","39,850","11.98M","-1.11%"
"Jan 11, 2019","40,500","40,350","40,550","39,950","11.23M","1.76%"
"Jan 10, 2019","39,800","40,000","40,150","39,600","14.33M","0.51%"
"Jan 09, 2019","39,600","38,650","39,600","38,300","16.96M","3.94%"
"Jan 08, 2019","38,100","38,000","39,200","37,950","12.64M","-1.68%"
"Jan 07, 2019","38,750","38,000","38,900","37,800","11.94M","3.47%"
"Jan 04, 2019","37,450","37,450","37,600","36,850","13.30M","-0.40%"
"Jan 03, 2019","37,600","38,300","38,550","37,450","12.44M","-2.97%"
"Jan 02, 2019","38,750","39,400","39,400","38,550","7.79M","0.13%"
"Dec 28, 2018","38,700","38,250","38,900","38,200","9.72M","1.18%"
"Dec 27, 2018","38,250","38,700","38,800","38,100","10.46M","-0.26%"
"Dec 26, 2018","38,350","38,400","38,750","38,300","12.61M","-1.16%"
"Dec 24, 2018","38,800","38,500","39,050","38,300","9.72M","0.39%"
"Dec 21, 2018","38,650","38,200","38,650","38,100","14.04M","0.00%"
"Dec 20, 2018","38,650","38,600","39,100","38,500","10.56M","-1.15%"
"Dec 19, 2018","39,100","38,900","39,350","38,850","9.51M","0.51%"
"Dec 18, 2018","38,900","38,300","39,200","38,300","10.79M","-0.64%"
"Dec 17, 2018","39,150","38,650","39,600","38,650","11.44M","0.51%"
"Dec 14, 2018","38,950","40,200","40,200","38,700","18.81M","-2.63%"
"Dec 13, 2018","40,000","40,650","40,750","40,000","22.70M","-1.11%"
"Dec 12, 2018","40,450","40,250","40,700","40,150","10.61M","0.50%"
"Dec 11, 2018","40,250","40,600","40,700","40,200","10.60M","0.12%"
"Dec 10, 2018","40,200","40,450","40,650","40,000","13.29M","-1.83%"
"Dec 07, 2018","40,950","40,900","41,400","40,850","11.41M","1.11%"
"Dec 06, 2018","40,500","40,600","41,100","40,450","14.06M","-2.29%"
"Dec 05, 2018","41,450","40,900","41,750","40,850","12.03M","-1.66%"
"Dec 04, 2018","42,150","42,650","42,900","41,900","13.97M","-2.54%"
"Dec 03, 2018","43,250","42,750","43,400","42,400","11.62M","3.35%"
"Nov 30, 2018","41,850","43,450","44,000","41,750","19.08M","-3.01%"
"Nov 29, 2018","43,150","43,850","43,850","42,900","8.44M","0.00%"
"Nov 28, 2018","43,150","42,800","43,200","42,750","6.86M","0.23%"
"Nov 27, 2018","43,050","42,900","43,100","42,500","8.15M","1.06%"
"Nov 26, 2018","42,600","42,150","42,800","42,100","5.96M","0.71%"
"Nov 25, 2018","42,300","42,250","42,350","42,250","-","-0.24%"
"Nov 23, 2018","42,400","42,450","42,600","41,900","5.18M","-0.12%"
"Nov 22, 2018","42,450","42,000","42,650","42,000","5.95M","0.83%"
"Nov 21, 2018","42,100","41,800","42,300","41,800","10.68M","-1.64%"
"Nov 20, 2018","42,800","42,450","43,000","42,100","9.32M","-1.95%"
"Nov 19, 2018","43,650","44,050","44,250","43,450","7.50M","-0.34%"
"Nov 18, 2018","43,800","44,000","44,000","43,800","-","-0.45%"
"Nov 16, 2018","44,000","44,600","44,750","43,700","7.75M","-0.56%"
"Nov 15, 2018","44,250","44,050","44,350","43,500","5.85M","0.34%"
"Nov 14, 2018","44,100","44,500","44,500","43,800","6.56M","-0.90%"
"Nov 13, 2018","44,500","43,900","44,500","43,400","9.02M","-1.55%"
"Nov 12, 2018","45,200","43,850","45,250","43,700","8.49M","3.20%"
"Nov 11, 2018","43,800","43,900","43,900","43,800","-","-1.13%"
"Nov 09, 2018","44,300","44,450","44,850","43,900","7.19M","0.57%"
"Nov 08, 2018","44,050","44,900","45,050","44,050","12.32M","0.11%"
"Nov 07, 2018","44,000","43,600","44,500","43,400","11.54M","0.57%"
"Nov 06, 2018","43,750","43,750","43,800","42,950","7.36M","-0.11%"
"Nov 05, 2018","43,800","43,750","43,800","42,900","9.18M","0.23%"
"Nov 04, 2018","43,700","43,800","43,800","43,700","-","-1.02%"
"Nov 02, 2018","44,150","43,050","44,250","42,800","16.50M","4.74%"
"Nov 01, 2018","42,150","42,450","42,950","42,150","12.92M","-0.59%"
"Oct 31, 2018","42,400","42,900","43,350","41,700","16.99M","0.12%"
"Oct 30, 2018","42,350","41,400","43,000","41,000","14.19M","2.29%"
"Oct 29, 2018","41,400","40,850","41,950","40,550","13.03M","0.98%"
"Oct 26, 2018","41,000","41,100","41,300","40,400","14.00M","0.00%"
"Oct 25, 2018","41,000","40,600","41,550","40,550","18.58M","-3.64%"
"Oct 24, 2018","42,550","43,050","43,100","42,250","13.49M","-1.16%"
"Oct 23, 2018","43,050","43,300","43,450","42,550","9.44M","-1.15%"
"Oct 22, 2018","43,550","43,450","43,950","43,200","7.79M","0.23%"
"Oct 21, 2018","43,450","43,400","43,450","43,400","-","-1.03%"
"Oct 19, 2018","43,900","43,900","44,150","43,450","7.78M","-0.34%"
"Oct 18, 2018","44,050","43,950","44,450","43,700","8.09M","-0.23%"
"Oct 17, 2018","44,150","44,150","44,500","44,000","8.30M","1.26%"
"Oct 16, 2018","43,600","43,700","44,150","43,350","6.80M","-0.46%"
"Oct 15, 2018","43,800","44,050","44,050","43,350","7.19M","-0.45%"
"Oct 14, 2018","44,000","44,000","44,000","44,000","-","0.00%"
"Oct 12, 2018","44,000","43,200","44,650","43,200","12.37M","2.09%"
"Oct 11, 2018","43,100","44,000","44,650","43,100","18.87M","-4.86%"
"Oct 10, 2018","45,300","45,250","45,500","44,500","9.75M","0.78%"
"Oct 09, 2018","44,950","44,950","44,950","44,950","-","0.00%"
"Oct 08, 2018","44,950","44,200","45,200","44,200","6.57M","0.56%"
"Oct 07, 2018","44,700","44,700","44,700","44,700","-","0.00%"
"Oct 05, 2018","44,700","44,800","45,500","44,550","10.51M","0.00%"
"Oct 04, 2018","44,700","45,150","45,600","44,700","11.34M","-2.19%"
"Oct 03, 2018","45,700","45,700","45,700","45,700","-","0.00%"
"Oct 02, 2018","45,700","46,450","46,700","45,700","6.34M","-1.40%"
"Oct 01, 2018","46,350","46,450","46,800","45,800","6.31M","-0.22%"
"Sep 30, 2018","46,450","46,450","46,450","46,450","-","0.00%"
"Sep 28, 2018","46,450","47,250","47,250","46,300","10.81M","-2.21%"
"Sep 27, 2018","47,500","46,950","47,500","46,450","15.26M","0.21%"
"Sep 26, 2018","47,400","47,400","47,400","47,400","-","0.00%"
"Sep 21, 2018","47,400","46,550","47,550","46,550","14.39M","0.32%"
"Sep 20, 2018","47,250","46,850","47,600","46,400","13.40M","2.38%"
"Sep 19, 2018","46,150","46,000","46,200","45,700","9.26M","1.43%"
"Sep 18, 2018","45,500","44,950","45,900","44,700","8.97M","0.78%"
"Sep 17, 2018","45,150","45,550","45,800","44,900","8.10M","-1.53%"
"Sep 16, 2018","45,850","45,850","45,850","45,850","-","0.00%"
"Sep 14, 2018","45,850","45,000","45,850","44,900","12.03M","4.09%"
"Sep 13, 2018","44,050","44,550","44,750","44,000","17.93M","-1.12%"
"Sep 12, 2018","44,550","44,900","45,100","44,500","11.17M","-1.11%"
"Sep 11, 2018","45,050","45,550","45,900","45,050","7.81M","-0.99%"
"Sep 10, 2018","45,500","45,450","45,550","45,000","7.87M","1.34%"
"Sep 09, 2018","44,900","44,900","44,900","44,900","-","0.00%"
"Sep 07, 2018","44,900","44,500","45,200","44,400","17.73M","-2.60%"
"Sep 06, 2018","46,100","46,200","46,400","45,800","8.57M","-1.07%"
"Sep 05, 2018","46,600","47,300","47,450","46,400","9.10M","-2.20%"
"Sep 04, 2018","47,650","47,550","47,800","47,200","6.61M","0.42%"
"Sep 03, 2018","47,450","48,200","48,300","47,300","7.91M","-2.06%"
"Sep 02, 2018","48,450","48,450","48,450","48,450","-","0.00%"
"Aug 31, 2018","48,450","47,100","48,450","47,000","13.51M","1.68%"
"Aug 30, 2018","47,650","46,950","47,950","46,700","12.16M","1.82%"
"Aug 29, 2018","46,800","46,750","46,800","46,400","5.50M","0.54%"
"Aug 28, 2018","46,550","46,800","46,950","46,300","7.23M","0.54%"
"Aug 27, 2018","46,300","46,100","46,550","46,000","5.11M","0.33%"
"Aug 26, 2018","46,150","46,150","46,150","46,150","-","0.00%"
"Aug 24, 2018","46,150","45,900","46,400","45,550","6.44M","-0.11%"
"Aug 23, 2018","46,200","46,150","46,200","45,700","6.60M","0.22%"
"Aug 22, 2018","46,100","45,150","46,200","44,900","11.63M","2.90%"
"Aug 21, 2018","44,800","43,700","44,900","43,700","9.47M","2.17%"
"Aug 20, 2018","43,850","43,500","44,200","43,500","7.20M","-0.57%"
"Aug 19, 2018","44,100","44,100","44,100","44,100","-","0.00%"
"Aug 17, 2018","44,100","44,050","44,400","44,050","6.54M","-0.34%"
"Aug 16, 2018","44,250","43,800","44,650","43,700","10.07M","-1.99%"
"Aug 15, 2018","45,150","45,150","45,150","45,150","-","0.00%"
"Aug 14, 2018","45,150","44,850","45,400","44,850","6.37M","0.22%"
"Aug 13, 2018","45,050","44,950","45,100","44,650","9.78M","-0.77%"
"Aug 12, 2018","45,400","45,400","45,400","45,400","-","0.00%"
"Aug 10, 2018","45,400","46,150","46,400","44,850","16.53M","-3.20%"
"Aug 09, 2018","46,900","47,000","47,050","46,450","11.40M","0.21%"
"Aug 08, 2018","46,800","47,000","47,000","46,550","6.37M","0.21%"
"Aug 07, 2018","46,700","46,300","46,750","45,900","9.02M","1.97%"
"Aug 06, 2018","45,800","46,150","46,150","45,750","6.70M","0.11%"
"Aug 05, 2018","45,750","45,750","45,750","45,750","-","0.00%"
"Aug 03, 2018","45,750","45,850","45,900","45,450","7.44M","0.44%"
"Aug 02, 2018","45,550","46,550","46,800","45,500","7.93M","-2.15%"
"Aug 01, 2018","46,550","46,050","46,850","46,050","7.09M","0.65%"
"Jul 31, 2018","46,250","46,200","46,450","46,000","7.59M","-0.54%"
"Jul 30, 2018","46,500","46,550","46,800","46,350","5.52M","-0.85%"
"Jul 29, 2018","46,900","46,900","46,900","46,900","-","0.00%"
"Jul 27, 2018","46,900","46,450","47,000","46,450","4.75M","0.00%"
"Jul 26, 2018","46,900","46,100","47,000","46,000","7.34M","1.63%"
"Jul 25, 2018","46,150","46,250","46,550","45,900","7.21M","0.00%"
"Jul 24, 2018","46,150","46,350","46,600","45,950","7.92M","-0.75%"
"Jul 23, 2018","46,500","47,100","47,200","46,150","10.81M","-2.00%"
"Jul 22, 2018","47,450","47,450","47,450","47,450","-","0.00%"
"Jul 20, 2018","47,450","47,000","47,600","46,700","10.23M","1.17%"
"Jul 19, 2018","46,900","47,050","47,200","46,600","9.70M","0.75%"
"Jul 18, 2018","46,550","46,700","47,200","46,450","10.88M","1.53%"
"Jul 17, 2018","45,850","46,150","46,200","45,600","8.76M","-0.43%"
"Jul 16, 2018","46,050","46,800","46,800","46,000","7.54M","-0.97%"
"Jul 15, 2018","46,500","46,500","46,500","46,500","-","0.00%"
"Jul 13, 2018","46,500","45,800","46,500","45,750","10.96M","2.20%"
"Jul 12, 2018","45,500","45,900","46,250","45,450","11.78M","-1.09%"
"Jul 11, 2018","46,000","46,400","46,450","45,400","10.82M","-0.65%"
"Jul 10, 2018","46,300","46,200","46,550","46,100","9.27M","1.54%"
"Jul 09, 2018","45,600","45,500","46,100","45,200","11.59M","1.56%"
"Jul 08, 2018","44,900","44,900","44,900","44,900","-","0.00%"
"Jul 06, 2018","44,900","45,500","45,850","44,650","17.78M","-2.29%"
"Jul 05, 2018","45,950","46,100","46,550","45,600","6.91M","-0.65%"
"Jul 04, 2018","46,250","46,700","47,050","46,050","8.13M","0.22%"
"Jul 03, 2018","46,150","45,750","46,450","45,750","10.43M","1.32%"
"Jul 02, 2018","45,550","46,500","47,150","45,500","12.75M","-2.36%"
"Jun 29, 2018","46,650","46,250","47,150","46,200","13.69M","-0.32%"
"Jun 28, 2018","46,800","46,850","47,150","46,600","12.08M","-2.40%"
"Jun 27, 2018","47,950","47,450","48,500","47,000","15.09M","2.02%"
"Jun 26, 2018","47,000","45,900","47,300","45,900","11.14M","0.75%"
"Jun 25, 2018","46,650","47,050","47,050","46,150","9.52M","-1.27%"
"Jun 24, 2018","47,250","47,250","47,250","47,250","-","0.00%"
"Jun 22, 2018","47,250","47,000","47,250","46,200","10.25M","0.43%"
"Jun 21, 2018","47,050","47,900","47,900","47,050","9.98M","0.11%"
"Jun 20, 2018","47,000","47,450","47,600","46,850","11.31M","0.00%"
"Jun 19, 2018","47,000","47,200","47,350","46,500","15.17M","0.86%"
"Jun 18, 2018","46,600","47,600","47,650","46,200","16.62M","-2.20%"
"Jun 17, 2018","47,650","47,650","47,650","47,650","-","0.00%"
"Jun 15, 2018","47,650","48,500","48,700","47,650","16.84M","-1.14%"
"Jun 14, 2018","48,200","49,000","49,000","48,200","19.00M","-2.43%"
"Jun 13, 2018","49,400","49,400","49,400","49,400","-","0.00%"
"Jun 12, 2018","49,400","49,700","49,800","49,250","11.43M","-1.00%"
"Jun 11, 2018","49,900","49,750","50,300","49,350","10.50M","0.50%"
"Jun 10, 2018","49,650","49,650","49,650","49,650","-","0.00%"
"Jun 08, 2018","49,650","50,200","50,400","49,600","16.58M","-1.88%"
"Jun 07, 2018","50,600","51,800","51,800","50,500","13.17M","-1.36%"
"Jun 06, 2018","51,300","51,300","51,300","51,300","-","0.00%"
"Jun 05, 2018","51,300","51,100","51,400","50,400","8.86M","0.39%"
"Jun 04, 2018","51,100","50,800","51,200","50,700","9.29M","-0.39%"
"Jun 03, 2018","51,300","51,300","51,300","51,300","-","0.00%"
"Jun 01, 2018","51,300","50,500","51,700","49,950","12.44M","1.18%"
"May 31, 2018","50,700","50,400","50,800","49,850","35.94M","2.42%"
"May 30, 2018","49,500","51,300","51,500","49,100","20.20M","-3.51%"
"May 29, 2018","51,300","52,200","52,500","51,300","8.43M","-1.91%"
"May 28, 2018","52,300","52,500","53,000","52,000","9.75M","-0.76%"
"May 27, 2018","52,700","52,700","52,700","52,700","-","0.00%"
"May 25, 2018","52,700","51,000","52,800","50,800","15.17M","2.53%"
"May 24, 2018","51,400","52,000","52,000","51,100","8.18M","-0.77%"
"May 23, 2018","51,800","50,600","52,000","50,400","17.00M","3.60%"
"May 22, 2018","50,000","50,000","50,000","50,000","-","0.00%"
"May 21, 2018","50,000","49,650","50,200","49,100","8.62M","1.01%"
"May 18, 2018","49,500","49,900","49,900","49,350","6.64M","0.20%"
"May 17, 2018","49,400","50,300","50,500","49,400","10.30M","-0.90%"
"May 16, 2018","49,850","49,200","50,200","49,150","15.24M","1.32%"
"May 15, 2018","49,200","50,200","50,400","49,100","17.01M","-1.80%"
"May 14, 2018","50,100","51,000","51,100","49,900","14.84M","-2.34%"
"May 11, 2018","51,300","52,000","52,200","51,200","10.14M","-0.58%"
"May 10, 2018","51,600","51,700","51,700","50,600","13.76M","1.38%"
"May 09, 2018","50,900","52,600","52,800","50,900","15.96M","-3.23%"
"May 08, 2018","52,600","52,600","53,200","51,900","22.96M","1.35%"
"May 07, 2018","51,900","51,900","51,900","51,900","-","0.00%"
"May 04, 2018","51,900","53,000","53,900","51,800","39.42M","-2.08%"
"Apr 27, 2018","53,000","53,380","53,640","52,440","28.28M","1.65%"
"Apr 26, 2018","52,140","50,420","52,160","50,400","17.92M","3.45%"
"Apr 25, 2018","50,400","49,220","50,500","49,220","16.55M","-0.12%"
"Apr 24, 2018","50,460","51,840","51,860","50,080","15.70M","-2.77%"
"Apr 23, 2018","51,900","51,000","52,080","51,000","8.85M","0.54%"
"Apr 20, 2018","51,620","51,800","52,260","51,420","11.65M","-2.20%"
"Apr 19, 2018","52,780","52,000","52,980","51,540","17.13M","2.76%"
"Apr 18, 2018","51,360","51,000","51,360","50,580","13.44M","2.76%"
"Apr 17, 2018","49,980","50,240","50,540","49,820","7.76M","-0.72%"
"Apr 16, 2018","50,340","50,320","50,600","49,860","7.69M","1.08%"
"Apr 13, 2018","49,800","49,600","50,180","49,400","10.26M","1.63%"
"Apr 12, 2018","49,000","49,440","49,440","48,880","12.45M","0.29%"
"Apr 11, 2018","48,860","49,900","49,900","48,600","10.03M","-0.04%"
"Apr 10, 2018","48,880","48,540","49,220","48,040","10.93M","-0.65%"
"Apr 09, 2018","49,200","48,260","49,440","48,200","9.88M","1.65%"
"Apr 06, 2018","48,400","48,000","48,580","47,400","10.95M","-0.70%"
"Apr 05, 2018","48,740","47,400","49,380","47,340","13.24M","3.88%"
"Apr 04, 2018","46,920","48,160","48,260","46,920","12.31M","-2.49%"
"Apr 03, 2018","48,120","47,880","48,140","47,280","12.69M","-0.87%"
"Apr 02, 2018","48,540","49,000","49,220","48,500","7.10M","-1.38%"
"Mar 30, 2018","49,220","49,080","49,900","49,080","7.75M","0.37%"
"Mar 29, 2018","49,040","48,700","49,560","48,320","9.69M","0.70%"
"Mar 28, 2018","48,700","49,100","49,100","48,340","15.06M","-2.56%"
"Mar 27, 2018","49,980","50,320","50,460","49,080","11.84M","-0.60%"
"Mar 26, 2018","50,280","49,420","50,280","49,040","10.04M","1.13%"
"Mar 23, 2018","49,720","50,340","50,720","49,600","14.66M","-3.98%"
"Mar 22, 2018","51,780","51,060","51,780","51,040","8.28M","1.41%"
"Mar 21, 2018","51,060","51,780","51,780","51,060","8.33M","-0.27%"
"Mar 20, 2018","51,200","50,700","51,200","50,100","8.08M","0.91%"
"Mar 19, 2018","50,740","50,620","51,340","50,440","8.21M","-0.78%"
"Mar 16, 2018","51,140","51,220","51,420","50,240","12.11M","-0.78%"
"Mar 15, 2018","51,540","52,000","52,020","51,020","8.64M","-0.43%"
"Mar 14, 2018","51,760","51,020","52,000","51,000","12.51M","0.19%"
"Mar 13, 2018","51,660","50,760","51,660","50,360","20.06M","3.86%"
"Mar 12, 2018","49,740","50,560","50,780","49,580","8.64M","0.00%"
"Mar 09, 2018","49,740","49,440","50,540","49,240","14.23M","1.10%"
"Mar 08, 2018","49,200","49,200","49,480","48,080","19.43M","1.19%"
"Mar 07, 2018","48,620","48,200","48,900","47,220","21.20M","3.40%"
"Mar 06, 2018","47,020","45,920","47,100","45,820","15.12M","4.03%"
"Mar 05, 2018","45,200","45,820","46,160","45,080","13.27M","-1.78%"
"Mar 02, 2018","46,020","46,580","46,800","46,000","13.11M","-2.21%"
"Feb 28, 2018","47,060","47,380","48,100","47,000","14.97M","-0.68%"
"Feb 27, 2018","47,380","48,360","48,380","47,380","9.41M","0.00%"
"Feb 26, 2018","47,380","47,280","47,560","47,080","8.20M","0.34%"
"Feb 23, 2018","47,220","46,760","47,800","46,760","12.09M","0.98%"
"Feb 22, 2018","46,760","47,260","47,260","46,760","8.67M","-1.10%"
"Feb 21, 2018","47,280","47,280","47,580","46,840","12.81M","-0.25%"
"Feb 20, 2018","47,400","48,040","48,160","47,220","10.10M","-2.03%"
"Feb 19, 2018","48,380","49,800","49,800","47,860","14.77M","-1.27%"
"Feb 14, 2018","49,000","48,080","49,100","47,940","16.88M","3.07%"
"Feb 13, 2018","47,540","46,200","48,060","46,200","18.75M","3.98%"
"Feb 12, 2018","45,720","45,100","46,320","45,040","15.55M","2.28%"
"Feb 09, 2018","44,700","44,440","45,180","44,420","17.40M","-2.83%"
"Feb 08, 2018","46,000","46,120","46,620","45,980","22.48M","0.44%"
"Feb 07, 2018","45,800","48,240","48,260","45,800","23.37M","-3.42%"
"Feb 06, 2018","47,420","46,600","47,920","46,580","18.25M","-1.04%"
"Feb 05, 2018","47,920","46,500","48,320","46,000","25.87M","0.46%"
"Feb 02, 2018","47,700","49,380","49,400","47,700","27.89M","-4.26%"
"Feb 01, 2018","49,820","50,620","50,960","49,720","25.79M","-0.16%"
"Jan 31, 2018","49,900","50,020","54,140","49,600","64.19M","0.20%"
"Jan 30, 2018","49,800","50,440","50,640","49,780","12.20M","-2.77%"
"Jan 29, 2018","51,220","51,200","51,480","50,900","11.64M","0.87%"
"Jan 26, 2018","50,780","50,500","50,780","49,840","10.34M","1.03%"
"Jan 25, 2018","50,260","49,220","50,360","49,160","10.99M","1.86%"
"Jan 24, 2018","49,340","48,860","49,700","48,560","9.17M","0.37%"
"Jan 23, 2018","49,160","48,660","49,160","48,300","12.86M","1.91%"
"Jan 22, 2018","48,240","48,640","48,680","47,960","12.31M","-2.19%"
"Jan 19, 2018","49,320","50,380","50,380","49,040","9.04M","-1.16%"
"Jan 18, 2018","49,900","50,020","50,640","49,820","14.56M","0.56%"
"Jan 17, 2018","49,620","50,020","50,020","49,060","10.57M","-0.76%"
"Jan 16, 2018","50,000","48,760","50,140","48,620","13.20M","3.01%"
"Jan 15, 2018","48,540","48,800","48,980","47,920","10.08M","0.71%"
"Jan 12, 2018","48,200","48,240","48,480","46,760","26.77M","-0.08%"
"Jan 11, 2018","48,240","48,200","49,260","48,020","23.95M","-1.23%"
"Jan 10, 2018","48,840","50,500","50,520","48,640","18.53M","-3.10%"
"Jan 09, 2018","50,400","51,460","51,720","49,980","17.83M","-3.11%"
"Jan 08, 2018","52,020","52,400","52,520","51,500","8.36M","-0.19%"
"Jan 05, 2018","52,120","51,300","52,120","51,200","9.33M","2.04%"
"Jan 04, 2018","51,080","52,120","52,180","50,640","11.64M","-1.05%"
"Jan 03, 2018","51,620","52,540","52,560","51,420","9.92M","1.18%"
"Jan 02, 2018","51,020","51,380","51,400","50,780","8.46M","0.12%"
"Dec 28, 2017","50,960","49,560","50,960","49,500","8.88M","3.24%"
"Dec 27, 2017","49,360","48,960","49,560","48,460","10.71M","2.41%"
"Dec 26, 2017","48,200","49,760","50,100","48,200","15.91M","-3.02%"
"Dec 22, 2017","49,700","49,400","49,960","49,240","11.17M","1.14%"
"Dec 21, 2017","49,140","51,000","51,060","49,100","15.31M","-3.42%"
"Dec 20, 2017","50,880","51,500","51,760","50,820","10.07M","-1.32%"
"Dec 19, 2017","51,560","51,540","52,080","51,520","10.51M","0.70%"
"Dec 18, 2017","51,200","50,620","51,240","50,620","7.19M","1.15%"
"Dec 15, 2017","50,620","51,240","51,480","50,520","14.85M","-0.86%"
"Dec 14, 2017","51,060","51,320","52,280","51,060","19.98M","-0.51%"
"Dec 13, 2017","51,320","52,100","52,100","51,100","11.08M","-1.50%"
"Dec 12, 2017","52,100","51,820","52,100","51,660","8.05M","0.62%"
"Dec 11, 2017","51,780","52,000","52,040","51,500","8.00M","-0.42%"
"Dec 08, 2017","52,000","51,360","52,000","51,040","10.66M","2.48%"
