"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 07, 2018","70,800","70,400","72,300","70,100","3.76M","1.00%"
"Nov 06, 2018","70,100","70,500","70,600","69,100","2.62M","-0.57%"
"Nov 05, 2018","70,500","72,000","72,100","70,100","3.38M","-2.89%"
"Nov 02, 2018","72,600","70,600","72,800","69,100","5.32M","6.30%"
"Nov 01, 2018","68,300","68,900","69,600","67,800","3.13M","0.15%"
"Oct 31, 2018","68,200","69,300","70,400","67,600","5.03M","0.00%"
"Oct 30, 2018","68,200","66,000","70,900","65,900","6.09M","2.10%"
"Oct 29, 2018","66,800","66,600","67,800","64,800","4.24M","-0.30%"
"Oct 26, 2018","67,000","65,100","67,100","62,900","6.02M","3.55%"
"Oct 25, 2018","64,700","64,700","66,000","63,200","5.71M","-3.00%"
"Oct 24, 2018","66,700","69,400","69,600","65,800","5.69M","-3.47%"
"Oct 23, 2018","69,100","69,600","70,000","68,600","3.02M","-1.29%"
"Oct 22, 2018","70,000","69,600","70,900","69,600","2.35M","0.43%"
"Oct 21, 2018","69,700","70,700","70,700","69,700","-","-1.55%"
"Oct 19, 2018","70,800","68,100","70,900","67,800","2.68M","3.06%"
"Oct 18, 2018","68,700","69,600","69,900","68,700","2.64M","-2.41%"
"Oct 17, 2018","70,400","71,400","71,700","70,300","2.65M","1.00%"
"Oct 16, 2018","69,700","70,300","71,000","69,600","2.20M","-0.85%"
"Oct 15, 2018","70,300","71,600","71,700","69,900","3.70M","-2.90%"
"Oct 14, 2018","72,400","72,400","72,400","72,400","-","0.00%"
"Oct 12, 2018","72,400","69,200","73,200","69,200","4.80M","4.93%"
"Oct 11, 2018","69,000","67,600","70,200","67,500","4.85M","-1.85%"
"Oct 10, 2018","70,300","70,300","71,100","69,800","3.62M","-1.26%"
"Oct 09, 2018","71,200","71,200","71,200","71,200","-","0.00%"
"Oct 08, 2018","71,200","69,500","71,800","69,400","2.69M","1.28%"
"Oct 07, 2018","70,300","70,300","70,300","70,300","-","0.00%"
"Oct 05, 2018","70,300","69,700","71,100","69,400","3.78M","0.43%"
"Oct 04, 2018","70,000","71,700","72,200","69,800","5.68M","-2.37%"
"Oct 03, 2018","71,700","71,700","71,700","71,700","-","0.00%"
"Oct 02, 2018","71,700","73,600","74,000","71,600","3.97M","-2.71%"
"Oct 01, 2018","73,700","74,300","74,600","73,200","2.96M","0.82%"
"Sep 30, 2018","73,100","73,100","73,100","73,100","-","0.00%"
"Sep 28, 2018","73,100","75,300","75,900","73,100","5.54M","-2.53%"
"Sep 27, 2018","75,000","75,900","75,900","74,700","5.83M","-2.22%"
"Sep 26, 2018","76,700","76,700","76,700","76,700","-","0.00%"
"Sep 21, 2018","76,700","77,100","77,500","76,300","5.66M","-3.03%"
"Sep 20, 2018","79,100","78,600","79,900","78,000","3.39M","0.38%"
"Sep 19, 2018","78,800","79,400","79,700","78,400","2.81M","1.03%"
"Sep 18, 2018","78,000","76,600","78,300","76,100","2.45M","1.04%"
"Sep 17, 2018","77,200","78,000","78,200","76,700","2.12M","-0.64%"
"Sep 16, 2018","77,700","77,700","77,700","77,700","-","0.00%"
"Sep 14, 2018","77,700","76,100","77,800","76,000","3.93M","4.30%"
"Sep 13, 2018","74,500","74,300","75,200","73,900","5.02M","-0.80%"
"Sep 12, 2018","75,100","76,200","76,200","74,700","4.29M","-1.96%"
"Sep 11, 2018","76,600","76,400","77,800","76,300","3.19M","0.13%"
"Sep 10, 2018","76,500","75,900","77,100","75,500","4.04M","0.79%"
"Sep 09, 2018","75,900","75,900","75,900","75,900","-","0.00%"
"Sep 07, 2018","75,900","74,500","76,200","74,100","8.37M","-3.68%"
"Sep 06, 2018","78,800","78,300","78,900","77,400","4.51M","-1.50%"
"Sep 05, 2018","80,000","80,600","81,000","79,900","2.59M","-1.48%"
"Sep 04, 2018","81,200","80,600","81,600","80,200","1.90M","0.74%"
"Sep 03, 2018","80,600","82,200","82,800","80,500","2.61M","-2.89%"
"Sep 02, 2018","83,000","83,000","83,000","83,000","-","0.00%"
"Aug 31, 2018","83,000","81,800","83,000","81,800","2.30M","0.36%"
"Aug 30, 2018","82,700","82,200","83,500","81,500","2.21M","-0.12%"
"Aug 29, 2018","82,800","82,500","83,300","81,600","2.05M","0.49%"
"Aug 28, 2018","82,400","84,100","84,300","81,900","4.31M","-1.32%"
"Aug 27, 2018","83,500","82,100","83,800","81,600","3.07M","2.08%"
"Aug 26, 2018","81,800","81,800","81,800","81,800","-","0.00%"
"Aug 24, 2018","81,800","80,400","82,200","79,600","3.61M","0.86%"
"Aug 23, 2018","81,100","80,300","81,300","79,300","3.27M","1.63%"
"Aug 22, 2018","79,800","79,300","80,900","78,200","5.29M","1.79%"
"Aug 21, 2018","78,400","74,800","78,700","74,400","5.58M","4.95%"
"Aug 20, 2018","74,700","74,700","75,400","74,400","2.00M","0.27%"
"Aug 19, 2018","74,500","74,500","74,500","74,500","-","0.00%"
"Aug 17, 2018","74,500","74,400","75,500","74,100","2.64M","-0.27%"
"Aug 16, 2018","74,700","73,500","75,400","72,500","5.55M","-1.58%"
"Aug 15, 2018","75,900","75,900","75,900","75,900","-","0.00%"
"Aug 14, 2018","75,900","75,900","76,600","75,500","3.18M","0.66%"
"Aug 13, 2018","75,400","74,300","75,700","74,100","3.63M","0.40%"
"Aug 12, 2018","75,100","75,100","75,100","75,100","-","0.00%"
"Aug 10, 2018","75,100","77,200","77,600","74,600","6.77M","-3.72%"
"Aug 09, 2018","78,000","80,100","80,300","77,500","5.53M","-2.26%"
"Aug 08, 2018","79,800","81,500","81,600","79,400","2.80M","-1.12%"
"Aug 07, 2018","80,700","80,100","80,800","79,700","3.28M","1.64%"
"Aug 06, 2018","79,400","82,200","82,300","79,300","5.88M","-4.68%"
"Aug 05, 2018","83,300","83,300","83,300","83,300","-","0.00%"
"Aug 03, 2018","83,300","84,000","84,100","83,100","1.92M","0.12%"
"Aug 02, 2018","83,200","85,000","85,600","82,900","3.36M","-2.80%"
"Aug 01, 2018","85,600","85,900","86,400","85,100","2.26M","-0.81%"
"Jul 31, 2018","86,300","85,200","86,300","84,500","2.79M","0.47%"
"Jul 30, 2018","85,900","86,200","86,400","85,100","2.30M","-0.23%"
"Jul 29, 2018","86,100","86,100","86,100","86,100","-","0.00%"
"Jul 27, 2018","86,100","83,700","86,400","83,100","4.86M","3.61%"
"Jul 26, 2018","83,100","81,300","83,800","78,600","6.21M","3.23%"
"Jul 25, 2018","80,500","83,400","84,000","80,200","4.09M","-3.71%"
"Jul 24, 2018","83,600","82,500","83,800","81,700","4.02M","2.33%"
"Jul 23, 2018","81,700","86,300","86,400","81,200","7.06M","-7.05%"
"Jul 22, 2018","87,900","87,900","87,900","87,900","-","0.00%"
"Jul 20, 2018","87,900","89,700","90,000","87,200","3.72M","-2.66%"
"Jul 19, 2018","90,300","90,400","91,200","90,300","2.34M","1.12%"
"Jul 18, 2018","89,300","89,700","91,000","89,100","1.90M","0.79%"
"Jul 17, 2018","88,600","90,100","90,200","88,500","1.56M","-0.78%"
"Jul 16, 2018","89,300","88,700","89,300","87,800","1.89M","0.56%"
"Jul 15, 2018","88,800","88,800","88,800","88,800","-","0.00%"
"Jul 13, 2018","88,800","86,500","90,100","86,500","4.50M","3.74%"
"Jul 12, 2018","85,600","86,800","87,000","85,400","3.02M","-1.38%"
"Jul 11, 2018","86,800","86,500","87,600","85,900","2.04M","-0.57%"
"Jul 10, 2018","87,300","88,400","88,600","86,700","1.88M","-0.34%"
"Jul 09, 2018","87,600","85,300","87,600","85,300","2.12M","2.70%"
"Jul 08, 2018","85,300","85,300","85,300","85,300","-","0.00%"
"Jul 06, 2018","85,300","86,200","86,200","83,600","3.40M","-1.04%"
"Jul 05, 2018","86,200","85,000","87,300","85,000","2.05M","1.41%"
"Jul 04, 2018","85,000","87,800","87,800","84,400","2.74M","-1.28%"
"Jul 03, 2018","86,100","85,000","86,500","84,500","2.81M","2.87%"
"Jul 02, 2018","83,700","85,000","86,000","83,400","2.03M","-2.33%"
"Jun 29, 2018","85,700","83,500","85,700","83,400","2.74M","2.63%"
"Jun 28, 2018","83,500","83,000","84,000","82,500","3.82M","-2.00%"
"Jun 27, 2018","85,200","85,700","86,400","85,200","3.74M","1.07%"
"Jun 26, 2018","84,300","82,500","84,800","82,400","5.38M","-0.59%"
"Jun 25, 2018","84,800","88,800","88,800","84,600","4.40M","-5.25%"
"Jun 24, 2018","89,500","89,500","89,500","89,500","-","0.00%"
"Jun 22, 2018","89,500","87,300","89,500","86,700","2.57M","1.13%"
"Jun 21, 2018","88,500","88,900","89,300","87,500","3.23M","0.80%"
"Jun 20, 2018","87,800","85,800","88,100","85,000","4.17M","4.40%"
"Jun 19, 2018","84,100","84,100","86,100","83,700","3.81M","0.12%"
"Jun 18, 2018","84,000","86,800","86,900","82,300","4.71M","-3.45%"
"Jun 17, 2018","87,000","87,000","87,000","87,000","-","0.00%"
"Jun 15, 2018","87,000","87,400","87,800","86,100","2.94M","0.81%"
"Jun 14, 2018","86,300","88,300","88,300","86,300","4.28M","-2.38%"
"Jun 13, 2018","88,400","88,400","88,400","88,400","-","0.00%"
"Jun 12, 2018","88,400","89,900","90,100","88,200","1.87M","-0.90%"
"Jun 11, 2018","89,200","88,800","90,200","88,100","2.48M","0.90%"
"Jun 10, 2018","88,400","88,400","88,400","88,400","-","0.00%"
"Jun 08, 2018","88,400","91,000","91,000","87,600","4.56M","-2.75%"
"Jun 07, 2018","90,900","92,700","92,700","90,600","2.74M","-0.11%"
"Jun 06, 2018","91,000","91,000","91,000","91,000","-","0.00%"
"Jun 05, 2018","91,000","89,800","91,300","89,800","2.66M","1.34%"
"Jun 04, 2018","89,800","91,000","92,400","89,700","3.07M","-1.75%"
"Jun 03, 2018","91,400","91,400","91,400","91,400","-","0.00%"
"Jun 01, 2018","91,400","90,800","92,200","89,600","4.78M","-2.14%"
"May 31, 2018","93,400","94,500","94,700","92,800","5.89M","-1.68%"
"May 30, 2018","95,000","94,800","95,700","92,800","3.79M","0.21%"
"May 29, 2018","94,800","94,600","96,100","93,500","2.68M","0.32%"
"May 28, 2018","94,500","94,600","95,600","93,700","2.48M","-0.74%"
"May 27, 2018","95,200","95,200","95,200","95,200","-","0.00%"
"May 25, 2018","95,200","94,300","97,700","93,900","4.14M","0.63%"
"May 24, 2018","94,600","95,300","95,900","94,600","3.21M","-0.73%"
"May 23, 2018","95,300","91,900","95,500","91,500","10.30M","6.96%"
"May 22, 2018","89,100","89,100","89,100","89,100","-","0.00%"
"May 21, 2018","89,100","88,400","89,400","87,400","3.26M","1.37%"
"May 20, 2018","87,900","87,900","87,900","87,900","-","0.00%"
"May 18, 2018","87,900","87,200","88,000","85,400","2.18M","1.38%"
"May 17, 2018","86,700","88,400","88,700","86,000","2.86M","-0.34%"
"May 16, 2018","87,000","85,000","87,000","84,800","3.03M","2.84%"
"May 15, 2018","84,600","86,000","86,000","83,900","2.21M","-0.94%"
"May 14, 2018","85,400","86,100","86,300","84,500","1.95M","-0.81%"
"May 13, 2018","86,100","86,100","86,100","86,100","-","0.00%"
"May 11, 2018","86,100","86,600","86,800","85,400","2.10M","0.35%"
"May 10, 2018","85,800","85,400","85,800","84,500","3.27M","2.88%"
"May 09, 2018","83,400","84,300","84,700","83,100","2.28M","-0.12%"
"May 08, 2018","83,500","84,500","85,300","83,200","2.97M","0.60%"
"May 07, 2018","83,000","83,000","83,000","83,000","-","0.00%"
"May 04, 2018","83,000","83,500","84,100","82,600","2.55M","0.12%"
"May 03, 2018","82,900","83,200","83,900","82,800","2.14M","-0.24%"
"May 02, 2018","83,100","85,900","86,000","82,900","4.81M","-1.66%"
"May 01, 2018","84,500","84,500","84,500","84,500","-","0.00%"
"Apr 30, 2018","84,500","85,400","85,700","84,000","4.41M","-2.99%"
"Apr 29, 2018","87,100","87,100","87,100","87,100","-","0.00%"
"Apr 27, 2018","87,100","88,500","88,800","86,800","4.62M","0.69%"
"Apr 26, 2018","86,500","83,800","87,100","83,300","7.50M","4.98%"
"Apr 25, 2018","82,400","81,600","83,000","80,900","3.82M","0.37%"
"Apr 24, 2018","82,100","83,300","83,400","80,400","6.79M","-2.73%"
"Apr 23, 2018","84,400","83,400","85,300","83,300","2.93M","0.00%"
"Apr 22, 2018","84,400","84,400","84,400","84,400","-","0.00%"
"Apr 20, 2018","84,400","85,900","86,300","84,000","4.57M","-3.98%"
"Apr 19, 2018","87,900","85,800","88,200","85,300","5.88M","3.90%"
"Apr 18, 2018","84,600","84,100","85,400","83,700","3.37M","2.17%"
"Apr 17, 2018","82,800","83,900","84,000","82,300","2.49M","-1.43%"
"Apr 16, 2018","84,000","84,200","84,700","83,400","1.47M","-0.24%"
"Apr 15, 2018","84,200","84,200","84,200","84,200","-","0.00%"
"Apr 13, 2018","84,200","85,000","85,900","83,900","3.02M","0.24%"
"Apr 12, 2018","84,000","81,900","85,100","81,500","5.70M","3.45%"
"Apr 11, 2018","81,200","82,400","82,400","81,000","3.01M","1.00%"
"Apr 10, 2018","80,400","80,000","80,800","79,200","2.88M","-0.25%"
"Apr 09, 2018","80,600","80,000","81,200","79,300","3.21M","0.37%"
"Apr 08, 2018","80,300","80,300","80,300","80,300","-","0.00%"
"Apr 06, 2018","80,300","80,000","80,600","79,300","5.50M","-3.14%"
"Apr 05, 2018","82,900","82,200","83,200","81,200","3.24M","3.11%"
"Apr 04, 2018","80,400","82,500","83,000","80,000","2.88M","-1.71%"
"Apr 03, 2018","81,800","80,300","81,800","78,700","3.55M","0.62%"
"Apr 02, 2018","81,300","81,700","82,800","81,100","2.33M","0.00%"
"Apr 01, 2018","81,300","81,300","81,300","81,300","-","0.00%"
"Mar 30, 2018","81,300","81,200","83,300","81,100","3.66M","1.25%"
"Mar 29, 2018","80,300","80,800","81,300","79,600","3.58M","0.00%"
"Mar 28, 2018","80,300","79,900","82,200","79,600","4.79M","-1.35%"
"Mar 27, 2018","81,400","84,700","84,800","80,100","7.15M","-3.10%"
"Mar 26, 2018","84,000","82,300","84,000","81,000","6.10M","1.08%"
"Mar 25, 2018","83,100","83,100","83,100","83,100","-","0.00%"
"Mar 23, 2018","83,100","85,100","86,400","82,800","7.26M","-6.21%"
"Mar 22, 2018","88,600","88,800","89,300","88,000","2.68M","0.23%"
"Mar 21, 2018","88,400","89,600","90,300","88,000","2.93M","-1.34%"
"Mar 20, 2018","89,600","88,900","89,700","88,000","3.08M","-0.33%"
"Mar 19, 2018","89,900","90,200","91,500","89,500","3.72M","0.11%"
"Mar 18, 2018","89,800","89,800","89,800","89,800","-","0.00%"
"Mar 16, 2018","89,800","88,500","89,900","87,200","5.00M","0.22%"
"Mar 15, 2018","89,600","90,300","90,500","88,600","4.09M","-1.21%"
"Mar 14, 2018","90,700","89,300","90,900","89,200","5.67M","0.78%"
"Mar 13, 2018","90,000","88,000","90,000","87,600","8.60M","6.01%"
"Mar 12, 2018","84,900","84,900","85,600","84,300","2.74M","1.92%"
"Mar 11, 2018","83,300","83,300","83,300","83,300","-","0.00%"
"Mar 09, 2018","83,300","84,400","85,900","83,100","5.13M","-0.24%"
"Mar 08, 2018","83,500","83,900","84,300","81,800","4.43M","0.97%"
"Mar 07, 2018","82,700","83,600","83,900","82,400","4.95M","0.36%"
"Mar 06, 2018","82,400","80,100","82,500","80,000","7.57M","5.24%"
"Mar 05, 2018","78,300","77,500","78,900","77,100","3.41M","1.16%"
"Mar 04, 2018","77,400","77,400","77,400","77,400","-","0.00%"
"Mar 02, 2018","77,400","76,300","77,800","75,900","2.67M","0.78%"
"Mar 01, 2018","76,800","76,800","76,800","76,800","-","0.00%"
"Feb 28, 2018","76,800","78,600","79,200","76,600","3.08M","-2.41%"
"Feb 27, 2018","78,700","78,700","79,200","78,400","3.39M","1.55%"
"Feb 26, 2018","77,500","78,300","78,500","77,200","2.32M","0.26%"
"Feb 25, 2018","77,300","77,300","77,300","77,300","-","0.00%"
"Feb 23, 2018","77,300","76,100","77,600","76,000","2.38M","1.84%"
"Feb 22, 2018","75,900","76,100","77,400","75,700","1.87M","-1.30%"
"Feb 21, 2018","76,900","75,800","77,200","75,800","2.64M","1.85%"
"Feb 20, 2018","75,500","76,400","76,500","75,200","2.50M","-1.31%"
"Feb 19, 2018","76,500","78,900","79,000","76,100","3.34M","-1.42%"
"Feb 18, 2018","77,600","77,600","77,600","77,600","-","0.00%"
"Feb 14, 2018","77,600","78,400","79,500","77,000","3.93M","-0.13%"
"Feb 13, 2018","77,700","75,900","77,800","75,800","7.80M","4.30%"
"Feb 12, 2018","74,500","73,700","74,700","73,400","3.22M","1.50%"
"Feb 11, 2018","73,400","73,400","73,400","73,400","-","0.00%"
"Feb 09, 2018","73,400","72,100","74,200","72,000","4.79M","-0.68%"
"Feb 08, 2018","73,900","71,900","74,200","71,600","5.57M","3.94%"
"Feb 07, 2018","71,100","73,700","73,800","70,800","5.88M","1.28%"
"Feb 06, 2018","70,200","69,100","71,300","68,200","5.66M","0.00%"
"Feb 05, 2018","70,200","70,200","70,900","69,800","4.02M","-2.77%"
"Feb 04, 2018","72,200","72,200","72,200","72,200","-","0.00%"
"Feb 02, 2018","72,200","74,500","74,600","71,800","4.33M","-2.96%"
"Feb 01, 2018","74,400","74,900","75,200","74,000","2.98M","1.22%"
"Jan 31, 2018","73,500","72,200","74,500","72,200","5.78M","0.55%"
"Jan 30, 2018","73,100","74,300","74,600","73,100","5.40M","-2.92%"
"Jan 29, 2018","75,300","76,500","77,000","75,000","3.60M","-0.26%"
"Jan 28, 2018","75,500","75,500","75,500","75,500","-","0.00%"
"Jan 26, 2018","75,500","76,400","76,400","74,200","4.29M","-0.40%"
"Jan 25, 2018","75,800","73,400","76,200","72,300","8.59M","4.70%"
"Jan 24, 2018","72,400","71,600","73,200","71,500","3.79M","1.54%"
"Jan 23, 2018","71,300","71,800","72,200","70,900","4.63M","0.28%"
"Jan 22, 2018","71,100","72,800","72,800","70,700","5.47M","-3.00%"
"Jan 21, 2018","73,300","73,300","73,300","73,300","-","0.00%"
"Jan 19, 2018","73,300","75,300","75,800","73,000","3.89M","-2.53%"
"Jan 18, 2018","75,200","75,800","76,800","74,600","6.18M","1.48%"
"Jan 17, 2018","74,100","74,400","75,000","73,700","3.23M","-0.40%"
"Jan 16, 2018","74,400","72,700","74,700","72,700","4.36M","2.34%"
"Jan 15, 2018","72,700","73,700","74,100","72,500","3.51M","-2.28%"
"Jan 14, 2018","74,400","74,400","74,400","74,400","-","0.00%"
"Jan 12, 2018","74,400","73,300","74,500","72,000","5.63M","2.48%"
"Jan 11, 2018","72,600","73,200","73,800","72,000","3.74M","-0.41%"
"Jan 10, 2018","72,900","76,700","76,700","72,500","9.08M","-5.20%"
