"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 08, 2018","140,200","136,000","141,600","136,000","916.57K","3.09%"
"Jun 07, 2018","136,000","135,000","136,400","134,800","374.56K","0.89%"
"Jun 05, 2018","134,800","135,600","136,000","132,800","335.65K","0.15%"
"Jun 04, 2018","134,600","136,200","137,400","134,200","409.28K","-80.21%"
"Jun 03, 2018","680,000","680,000","680,000","680,000","-","400.00%"
"Jun 01, 2018","136,000","134,800","137,200","134,400","455.43K","1.64%"
"May 31, 2018","133,800","132,000","134,200","130,800","1.04M","2.61%"
"May 30, 2018","130,400","133,400","134,000","129,600","667.65K","-2.40%"
"May 29, 2018","133,600","135,800","136,000","133,400","467.27K","-1.76%"
"May 28, 2018","136,000","137,000","137,400","135,800","270.14K","-80.15%"
"May 27, 2018","685,000","685,000","685,000","685,000","-","400.00%"
"May 25, 2018","137,000","137,000","138,800","136,400","378.46K","0.74%"
"May 24, 2018","136,000","136,400","137,000","135,600","215.96K","-0.58%"
"May 23, 2018","136,800","136,000","137,600","135,400","429.52K","-79.94%"
"May 22, 2018","682,000","682,000","682,000","682,000","-","400.00%"
"May 21, 2018","136,400","137,200","138,000","135,200","504.64K","-80.17%"
"May 20, 2018","688,000","688,000","688,000","688,000","-","400.00%"
"May 18, 2018","137,600","139,400","140,000","136,800","563.26K","-1.29%"
"May 17, 2018","139,400","140,000","140,600","139,400","422.33K","-0.43%"
"May 16, 2018","140,000","142,400","143,000","139,600","619.55K","-1.55%"
"May 15, 2018","142,200","142,800","143,600","142,200","393.36K","-0.84%"
"May 14, 2018","143,400","144,000","144,400","142,800","279.94K","-80.00%"
"May 13, 2018","717,000","717,000","717,000","717,000","-","400.00%"
"May 11, 2018","143,400","144,200","145,800","142,800","547.47K","-0.42%"
"May 10, 2018","144,000","146,000","147,000","143,600","416.33K","-0.96%"
"May 09, 2018","145,400","146,000","148,000","144,600","475.60K","-0.55%"
"May 08, 2018","146,200","145,400","147,600","144,200","453.79K","-79.61%"
"May 07, 2018","717,000","717,000","717,000","717,000","-","400.00%"
"May 04, 2018","143,400","145,000","147,000","143,400","507.55K","-1.38%"
"May 03, 2018","145,400","147,800","149,000","145,200","310.70K","-1.49%"
"May 02, 2018","147,600","145,200","147,800","144,800","508.61K","-79.39%"
"May 01, 2018","716,000","716,000","716,000","716,000","-","400.00%"
"Apr 30, 2018","143,200","144,200","144,200","142,400","302.35K","-80.00%"
"Apr 29, 2018","716,000","716,000","716,000","716,000","-","400.00%"
"Apr 27, 2018","143,200","145,000","145,400","142,400","950.00K","-1.24%"
"Apr 26, 2018","145,000","146,400","149,200","145,000","944.80K","-2.42%"
"Apr 25, 2018","148,600","145,200","150,200","144,800","581.23K","2.48%"
"Apr 24, 2018","145,000","147,000","147,000","144,400","484.58K","-1.36%"
"Apr 23, 2018","147,000","145,400","147,600","145,400","309.14K","-79.81%"
"Apr 22, 2018","728,000","728,000","728,000","728,000","-","400.00%"
"Apr 20, 2018","145,600","147,600","149,000","145,200","478.97K","-1.36%"
"Apr 19, 2018","147,600","148,400","149,600","146,800","622.22K","-1.86%"
"Apr 18, 2018","150,400","150,200","151,600","150,000","387.27K","0.53%"
"Apr 17, 2018","149,600","150,800","151,600","149,000","442.02K","-0.40%"
"Apr 16, 2018","150,200","153,000","153,000","150,000","384.08K","-80.34%"
"Apr 15, 2018","764,000","764,000","764,000","764,000","-","400.00%"
"Apr 13, 2018","152,800","151,600","153,200","150,600","341.19K","0.92%"
"Apr 12, 2018","151,400","153,800","154,200","151,000","558.71K","-1.82%"
"Apr 11, 2018","154,200","154,400","156,200","153,800","306.43K","-0.52%"
"Apr 10, 2018","155,000","154,200","156,600","153,800","393.04K","0.13%"
"Apr 09, 2018","154,800","153,800","154,800","152,800","290.08K","-79.90%"
"Apr 08, 2018","770,000","770,000","770,000","770,000","-","400.00%"
"Apr 06, 2018","154,000","155,200","156,400","153,200","340.67K","-1.16%"
"Apr 05, 2018","155,800","152,800","155,800","152,400","471.66K","3.32%"
"Apr 04, 2018","150,800","156,400","157,200","149,400","823.83K","-3.95%"
"Apr 03, 2018","157,000","159,600","159,800","156,000","340.51K","0.00%"
"Apr 02, 2018","157,000","156,600","158,400","156,400","357.42K","-80.18%"
"Apr 01, 2018","792,000","792,000","792,000","792,000","-","400.00%"
"Mar 30, 2018","158,400","158,800","159,800","157,200","288.57K","0.76%"
"Mar 29, 2018","157,200","156,800","158,000","155,600","337.59K","0.26%"
"Mar 28, 2018","156,800","157,400","158,600","155,400","262.07K","-0.63%"
"Mar 27, 2018","157,800","160,000","160,000","157,200","282.56K","0.00%"
"Mar 26, 2018","157,800","155,600","158,000","155,400","275.99K","0.77%"
"Mar 23, 2018","156,600","157,600","158,400","156,000","466.03K","-2.49%"
"Mar 22, 2018","160,600","159,800","161,000","159,600","313.96K","1.13%"
"Mar 21, 2018","158,800","159,000","159,600","158,400","369.32K","-0.13%"
"Mar 20, 2018","159,000","155,400","159,200","154,800","411.85K","1.27%"
"Mar 19, 2018","157,000","160,200","160,400","156,400","599.13K","-80.40%"
"Mar 18, 2018","801,000","801,000","801,000","801,000","-","400.00%"
"Mar 16, 2018","160,200","163,200","163,400","159,400","717.18K","-2.32%"
"Mar 15, 2018","164,000","162,600","164,800","161,400","331.81K","1.36%"
"Mar 14, 2018","161,800","162,600","162,800","160,200","376.11K","-1.34%"
"Mar 13, 2018","164,000","161,200","165,200","160,600","605.28K","1.74%"
"Mar 12, 2018","161,200","161,600","163,000","160,800","344.76K","0.50%"
"Mar 09, 2018","160,400","160,600","162,800","159,400","428.84K","0.38%"
"Mar 08, 2018","159,800","159,600","159,800","158,200","395.91K","0.50%"
"Mar 07, 2018","159,000","160,800","161,000","158,200","360.35K","-0.13%"
"Mar 06, 2018","159,200","157,200","160,000","156,400","382.31K","2.18%"
"Mar 05, 2018","155,800","157,200","158,000","155,800","395.02K","-80.18%"
"Mar 04, 2018","786,000","786,000","786,000","786,000","-","400.00%"
"Mar 02, 2018","157,200","158,800","160,000","154,400","985.85K","-80.42%"
"Mar 01, 2018","803,000","803,000","803,000","803,000","-","400.00%"
"Feb 28, 2018","160,600","161,600","163,600","160,400","924.41K","-0.12%"
"Feb 27, 2018","160,800","162,000","162,600","160,200","654.20K","-0.74%"
"Feb 26, 2018","162,000","166,800","166,800","161,600","612.16K","-2.29%"
"Feb 23, 2018","165,800","166,200","168,400","164,000","354.17K","0.24%"
"Feb 22, 2018","165,400","166,200","167,400","163,800","361.11K","-0.72%"
"Feb 21, 2018","166,600","162,000","167,200","161,800","707.20K","3.22%"
"Feb 20, 2018","161,400","163,600","163,600","160,800","335.85K","-1.59%"
"Feb 19, 2018","164,000","166,000","166,000","163,000","403.62K","1.11%"
"Feb 14, 2018","162,200","162,400","163,800","161,600","369.16K","0.75%"
"Feb 13, 2018","161,000","162,600","164,400","160,600","675.62K","0.63%"
"Feb 12, 2018","160,000","163,400","163,400","159,600","845.58K","-80.20%"
"Feb 11, 2018","808,000","808,000","808,000","808,000","-","400.00%"
"Feb 09, 2018","161,600","163,400","166,000","161,200","789.81K","-4.15%"
"Feb 08, 2018","168,600","172,000","172,000","168,400","512.69K","0.00%"
"Feb 07, 2018","168,600","174,000","174,400","168,000","478.60K","-0.94%"
"Feb 06, 2018","170,200","172,800","175,600","167,600","687.93K","-3.19%"
"Feb 05, 2018","175,800","181,000","181,000","175,400","484.56K","-80.57%"
"Feb 04, 2018","905,000","905,000","905,000","905,000","-","400.00%"
"Feb 02, 2018","181,000","186,000","186,400","180,400","410.47K","-1.95%"
"Feb 01, 2018","184,600","182,000","186,400","181,800","402.91K","1.43%"
"Jan 31, 2018","182,000","186,600","189,000","182,000","623.26K","-2.26%"
"Jan 30, 2018","186,200","185,600","190,000","184,600","495.34K","-0.11%"
"Jan 29, 2018","186,400","184,600","189,600","184,400","514.42K","-79.89%"
"Jan 28, 2018","927,000","927,000","927,000","927,000","-","400.00%"
"Jan 26, 2018","185,400","182,600","185,800","182,000","556.79K","1.53%"
"Jan 25, 2018","182,600","175,600","184,400","173,400","845.52K","3.99%"
"Jan 24, 2018","175,600","177,800","177,800","174,000","590.52K","-1.24%"
"Jan 23, 2018","177,800","179,800","179,800","176,800","395.55K","-0.45%"
"Jan 22, 2018","178,600","176,800","178,600","176,400","377.48K","-79.73%"
"Jan 21, 2018","881,000","881,000","881,000","881,000","-","400.00%"
"Jan 19, 2018","176,200","181,000","181,400","176,000","502.48K","-2.44%"
"Jan 18, 2018","180,600","178,600","181,200","178,600","450.44K","1.69%"
"Jan 17, 2018","177,600","180,600","181,200","177,600","534.96K","-1.66%"
"Jan 16, 2018","180,600","183,800","184,800","178,600","468.21K","-1.95%"
"Jan 15, 2018","184,200","183,400","185,000","182,200","295.94K","-79.74%"
"Jan 14, 2018","909,000","909,000","909,000","909,000","-","400.00%"
"Jan 12, 2018","181,800","184,000","186,000","180,200","446.89K","-0.87%"
"Jan 11, 2018","183,400","185,600","186,800","181,800","467.69K","-1.19%"
"Jan 10, 2018","185,600","188,600","195,000","185,400","581.43K","-1.69%"
"Jan 09, 2018","188,800","188,800","190,400","186,600","370.79K","-0.63%"
"Jan 08, 2018","190,000","183,000","190,600","181,600","955.33K","4.63%"
"Jan 05, 2018","181,600","178,600","183,600","176,000","683.71K","1.68%"
"Jan 04, 2018","178,600","175,800","179,400","174,600","649.63K","2.53%"
"Jan 03, 2018","174,200","175,200","176,800","172,800","423.59K","-1.58%"
"Jan 02, 2018","177,000","174,200","177,000","174,000","385.39K","-79.66%"
"Jan 01, 2018","870,000","870,000","870,000","870,000","-","400.00%"
"Dec 28, 2017","174,000","176,000","176,200","172,000","310.48K","-0.80%"
"Dec 27, 2017","175,400","174,400","175,600","173,200","286.70K","0.34%"
"Dec 26, 2017","174,800","173,000","176,000","171,800","518.62K","1.39%"
"Dec 22, 2017","172,400","170,000","172,800","168,600","436.80K","2.38%"
"Dec 21, 2017","168,400","169,800","170,600","166,800","312.48K","-0.82%"
"Dec 20, 2017","169,800","171,800","173,600","169,800","341.41K","-0.70%"
"Dec 19, 2017","171,000","172,600","174,000","170,000","379.27K","-0.58%"
"Dec 18, 2017","172,000","168,800","173,000","168,000","521.80K","-79.62%"
"Dec 17, 2017","844,000","844,000","844,000","844,000","-","400.00%"
