"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 30, 2018","107,000","103,000","108,000","102,500","2.66M","7.00%"
"Nov 29, 2018","100,000","102,000","103,000","99,100","779.68K","-0.99%"
"Nov 28, 2018","101,000","100,500","101,500","99,800","559.06K","0.00%"
"Nov 27, 2018","101,000","95,900","101,500","95,800","1.42M","6.20%"
"Nov 26, 2018","95,100","93,600","95,800","93,500","661.30K","2.04%"
"Nov 25, 2018","93,200","93,200","93,200","93,200","-","-0.53%"
"Nov 23, 2018","93,700","92,800","94,000","92,600","557.06K","0.97%"
"Nov 22, 2018","92,800","98,000","98,000","92,500","1.52M","-5.11%"
"Nov 21, 2018","97,800","96,500","97,900","95,800","823.66K","0.31%"
"Nov 20, 2018","97,500","101,000","101,000","97,100","1.29M","-3.94%"
"Nov 19, 2018","101,500","103,000","103,500","101,000","552.58K","-1.46%"
"Nov 18, 2018","103,000","103,000","103,000","103,000","-","0.00%"
"Nov 16, 2018","103,000","104,000","104,500","102,000","359.33K","0.00%"
"Nov 15, 2018","103,000","101,000","103,500","100,500","446.86K","1.48%"
"Nov 14, 2018","101,500","103,500","104,500","100,500","635.82K","-0.98%"
"Nov 13, 2018","102,500","99,900","102,500","99,600","396.51K","0.49%"
"Nov 12, 2018","102,000","105,000","105,500","100,500","777.66K","-2.39%"
"Nov 11, 2018","104,500","104,500","104,500","104,500","-","-0.48%"
"Nov 09, 2018","105,000","106,000","110,000","104,500","666.54K","-0.47%"
"Nov 08, 2018","105,500","109,000","109,000","105,500","587.17K","-1.86%"
"Nov 07, 2018","107,500","106,500","108,000","105,500","617.43K","0.00%"
"Nov 06, 2018","107,500","105,000","108,500","104,500","774.86K","3.37%"
"Nov 05, 2018","104,000","107,000","107,500","103,500","879.21K","-4.59%"
"Nov 04, 2018","109,000","109,000","109,000","109,000","-","-0.91%"
"Nov 02, 2018","110,000","107,000","110,500","106,500","584.65K","1.38%"
"Nov 01, 2018","108,500","106,500","109,000","104,500","486.71K","1.88%"
"Oct 31, 2018","106,500","106,500","107,000","103,500","693.04K","-0.93%"
"Oct 30, 2018","107,500","106,500","109,500","106,000","428.84K","1.42%"
"Oct 29, 2018","106,000","106,000","108,500","104,000","724.58K","-1.85%"
"Oct 28, 2018","108,000","108,000","108,000","108,000","-","0.00%"
"Oct 26, 2018","108,000","110,000","113,000","107,500","857.97K","-1.82%"
"Oct 25, 2018","110,000","116,000","116,000","102,500","1.56M","-5.98%"
"Oct 24, 2018","117,000","117,500","118,500","116,000","476.07K","0.43%"
"Oct 23, 2018","116,500","117,000","118,000","114,000","574.69K","-1.27%"
"Oct 22, 2018","118,000","115,000","118,000","114,500","377.58K","2.16%"
"Oct 19, 2018","115,500","114,500","117,500","114,000","486.81K","-0.43%"
"Oct 18, 2018","116,000","118,000","118,500","114,000","707.97K","-2.11%"
"Oct 17, 2018","118,500","117,500","119,500","116,500","384.59K","1.72%"
"Oct 16, 2018","116,500","114,000","117,500","113,500","502.63K","2.64%"
"Oct 15, 2018","113,500","116,500","117,000","111,500","697.25K","-1.73%"
