"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 28, 2019","204,500","203,000","208,000","203,000","684.31K","0.99%"
"Feb 27, 2019","202,500","204,000","204,500","202,000","365.20K","-0.98%"
"Feb 26, 2019","204,500","205,500","208,000","203,000","603.99K","0.25%"
"Feb 25, 2019","204,000","202,000","208,000","200,000","889.91K","-1.45%"
"Feb 22, 2019","207,000","207,500","209,500","206,000","292.14K","-0.24%"
"Feb 21, 2019","207,500","213,000","213,500","207,500","676.06K","-2.81%"
"Feb 20, 2019","213,500","216,000","216,500","213,500","305.80K","-0.70%"
"Feb 19, 2019","215,000","213,000","217,000","211,500","428.57K","1.42%"
"Feb 18, 2019","212,000","211,500","213,500","210,500","300.91K","1.19%"
"Feb 17, 2019","209,500","209,500","209,500","209,500","-","0.00%"
"Feb 15, 2019","209,500","209,000","212,500","208,500","328.29K","-0.24%"
"Feb 14, 2019","210,000","212,000","213,000","206,500","573.41K","-0.94%"
"Feb 13, 2019","212,000","213,500","214,500","211,000","405.78K","-0.24%"
"Feb 12, 2019","212,500","215,500","216,000","211,000","447.16K","-1.39%"
"Feb 11, 2019","215,500","217,500","218,500","215,000","300.76K","0.23%"
"Feb 10, 2019","215,000","215,000","215,000","215,000","-","0.00%"
"Feb 08, 2019","215,000","213,500","219,000","212,500","381.08K","0.47%"
"Feb 07, 2019","214,000","215,500","216,500","210,000","429.73K","-0.23%"
"Feb 06, 2019","214,500","214,500","214,500","214,500","-","0.00%"
"Feb 01, 2019","214,500","221,000","221,500","214,000","560.25K","-2.05%"
"Jan 31, 2019","219,000","217,500","221,000","216,000","839.25K","1.86%"
"Jan 30, 2019","215,000","212,500","215,500","211,500","598.14K","2.14%"
"Jan 29, 2019","210,500","211,500","213,500","206,500","494.42K","-0.24%"
"Jan 28, 2019","211,000","210,500","214,500","209,500","833.04K","1.20%"
"Jan 27, 2019","208,500","208,500","208,500","208,500","-","0.00%"
"Jan 25, 2019","208,500","208,500","210,500","205,500","627.55K","0.24%"
"Jan 24, 2019","208,000","200,500","208,000","200,000","964.59K","4.00%"
"Jan 23, 2019","200,000","200,000","201,000","198,500","424.98K","0.00%"
"Jan 22, 2019","200,000","199,000","203,500","198,500","574.52K","1.01%"
"Jan 21, 2019","198,000","201,500","201,500","195,000","868.03K","-1.49%"
"Jan 20, 2019","201,000","201,000","201,000","201,000","-","0.00%"
"Jan 18, 2019","201,000","197,000","202,500","194,500","1.25M","2.81%"
"Jan 17, 2019","195,500","201,000","204,500","195,500","1.54M","-3.22%"
"Jan 16, 2019","202,000","208,500","209,500","200,500","1.33M","-2.65%"
"Jan 15, 2019","207,500","212,000","214,000","205,500","986.78K","-1.66%"
"Jan 14, 2019","211,000","216,000","216,000","210,000","702.27K","-2.54%"
"Jan 13, 2019","216,500","216,500","216,500","216,500","-","0.00%"
"Jan 11, 2019","216,500","217,000","218,500","214,000","462.13K","0.00%"
"Jan 10, 2019","216,500","215,500","221,500","214,500","884.98K","1.17%"
"Jan 09, 2019","214,000","215,500","217,500","210,000","835.21K","0.23%"
"Jan 08, 2019","213,500","216,500","219,000","212,500","579.19K","-1.16%"
"Jan 07, 2019","216,000","227,000","227,000","215,000","1.06M","-1.82%"
"Jan 06, 2019","220,000","220,000","220,000","220,000","-","0.00%"
"Jan 04, 2019","220,000","210,500","221,000","208,000","1.11M","4.51%"
"Jan 03, 2019","210,500","214,000","217,500","208,500","935.23K","-1.86%"
"Jan 02, 2019","214,500","224,500","226,000","213,000","1.02M","-3.60%"
"Jan 01, 2019","222,500","222,500","222,500","222,500","-","0.00%"
"Dec 28, 2018","222,500","224,500","227,500","217,500","1.08M","-0.22%"
"Dec 27, 2018","223,000","241,500","244,500","222,000","3.04M","-0.24%"
"Dec 26, 2018","223,529","200,000","223,529","199,510","3.78M","6.19%"
"Dec 25, 2018","210,500","210,500","210,500","210,500","-","2.00%"
"Dec 24, 2018","206,373","213,235","214,706","206,373","1.61M","-6.19%"
"Dec 23, 2018","220,000","220,000","220,000","220,000","-","2.00%"
"Dec 21, 2018","215,686","221,078","224,020","214,706","955.67K","-1.79%"
"Dec 20, 2018","219,608","219,118","227,941","218,627","1.23M","-0.66%"
"Dec 19, 2018","221,078","215,686","224,020","213,725","992.51K","3.20%"
"Dec 18, 2018","214,216","205,392","218,627","204,902","883.68K","1.87%"
"Dec 17, 2018","210,294","208,333","212,745","197,059","1.44M","1.10%"
"Dec 16, 2018","208,000","208,000","208,000","208,000","-","2.00%"
"Dec 14, 2018","203,922","212,745","213,235","202,451","1.17M","-4.37%"
"Dec 13, 2018","213,235","221,569","222,059","211,765","1.63M","-3.97%"
"Dec 12, 2018","222,059","217,647","224,510","217,647","857.07K","2.95%"
"Dec 11, 2018","215,686","234,804","235,294","215,686","2.27M","-10.02%"
"Dec 10, 2018","239,706","237,745","242,647","235,294","574.13K","-2.36%"
"Dec 09, 2018","245,500","245,500","245,500","245,500","-","2.00%"
"Dec 07, 2018","240,686","232,353","242,647","232,353","782.46K","4.25%"
"Dec 06, 2018","230,882","236,274","236,765","230,392","539.75K","-2.69%"
"Dec 05, 2018","237,255","234,314","237,745","232,843","554.28K","-0.62%"
"Dec 04, 2018","238,725","236,765","244,118","236,274","848.09K","1.25%"
"Dec 03, 2018","235,784","239,216","240,686","235,294","503.51K","-1.55%"
"Dec 02, 2018","239,500","239,500","239,500","239,500","-","2.00%"
"Nov 30, 2018","234,804","234,804","237,255","232,353","688.65K","1.05%"
"Nov 29, 2018","232,353","245,098","246,078","231,373","1.40M","0.42%"
"Nov 28, 2018","231,373","234,314","236,765","231,373","478.14K","-0.84%"
"Nov 27, 2018","233,333","236,765","238,235","231,373","641.59K","-1.04%"
"Nov 26, 2018","235,784","218,137","236,274","217,157","1.07M","6.69%"
"Nov 25, 2018","221,000","221,000","221,000","221,000","-","2.00%"
"Nov 23, 2018","216,667","218,627","222,549","215,686","419.08K","-0.90%"
"Nov 22, 2018","218,627","221,569","222,549","217,647","362.29K","-0.89%"
"Nov 21, 2018","220,588","217,647","221,078","213,725","850.87K","-1.10%"
"Nov 20, 2018","223,039","222,549","226,961","221,078","960.16K","-0.66%"
"Nov 19, 2018","224,510","222,549","226,961","217,647","1.06M","0.23%"
"Nov 18, 2018","224,000","224,000","224,000","224,000","-","2.00%"
"Nov 16, 2018","219,608","215,686","225,000","214,216","1.32M","2.52%"
"Nov 15, 2018","214,216","208,823","214,216","205,882","1.33M","5.05%"
"Nov 14, 2018","203,922","196,569","211,274","195,588","2.02M","3.74%"
"Nov 13, 2018","196,569","194,118","202,451","193,137","2.65M","-0.74%"
"Nov 12, 2018","198,039","211,765","213,725","196,078","3.29M","-13.71%"
"Nov 11, 2018","229,500","229,500","229,500","229,500","-","2.00%"
"Nov 09, 2018","225,000","232,353","233,823","220,588","1.12M","-3.77%"
"Nov 08, 2018","233,823","233,823","236,274","232,353","803.14K","2.14%"
"Nov 07, 2018","228,922","236,274","237,745","228,922","735.48K","-3.11%"
"Nov 06, 2018","236,274","237,255","240,196","231,373","694.96K","0.42%"
"Nov 05, 2018","235,294","234,314","238,235","230,882","855.24K","1.48%"
"Nov 02, 2018","231,863","229,412","233,823","225,490","994.22K","3.96%"
"Nov 01, 2018","223,039","215,196","235,294","213,725","1.93M","4.60%"
"Oct 31, 2018","213,235","223,039","224,510","211,765","1.27M","-3.55%"
"Oct 30, 2018","221,078","210,784","224,020","208,823","1.96M","3.44%"
"Oct 29, 2018","213,725","224,020","229,412","213,725","1.44M","-4.39%"
"Oct 26, 2018","223,529","235,784","236,274","221,078","1.54M","-3.59%"
"Oct 25, 2018","231,863","209,804","233,823","207,353","3.56M","4.88%"
"Oct 24, 2018","221,078","243,137","246,569","219,608","2.63M","-8.52%"
"Oct 23, 2018","241,667","244,118","248,529","240,196","3.22M","-8.19%"
"Oct 22, 2018","263,235","265,196","266,667","260,784","377.06K","-1.65%"
"Oct 19, 2018","267,647","252,941","269,118","250,000","796.38K","4.80%"
"Oct 18, 2018","255,392","260,294","262,745","255,392","471.45K","-1.88%"
"Oct 17, 2018","260,294","263,235","263,725","256,373","617.70K","1.34%"
"Oct 16, 2018","256,863","256,863","261,765","253,922","674.13K","0.19%"
"Oct 15, 2018","256,373","271,078","271,569","254,902","936.55K","-6.60%"
"Oct 14, 2018","274,500","274,500","274,500","274,500","-","2.00%"
"Oct 12, 2018","269,118","266,176","272,059","263,235","905.75K","1.11%"
"Oct 11, 2018","266,176","277,451","279,412","266,176","1.81M","-5.24%"
"Oct 10, 2018","280,882","286,274","287,745","280,882","699.24K","-3.14%"
"Oct 09, 2018","290,000","290,000","290,000","290,000","-","2.00%"
"Oct 08, 2018","284,314","281,863","286,274","280,882","324.88K","-1.62%"
"Oct 07, 2018","289,000","289,000","289,000","289,000","-","2.00%"
"Oct 05, 2018","283,333","284,804","290,196","281,863","561.32K","-0.52%"
"Oct 04, 2018","284,804","284,314","287,255","278,431","531.45K","-1.28%"
"Oct 03, 2018","288,500","288,500","288,500","288,500","-","2.00%"
"Oct 02, 2018","282,843","286,274","289,706","282,353","506.62K","-1.20%"
"Oct 01, 2018","286,274","291,176","293,627","283,333","656.92K","-3.61%"
"Sep 30, 2018","297,000","297,000","297,000","297,000","-","2.00%"
"Sep 28, 2018","291,176","296,078","298,529","287,255","605.06K","-1.33%"
"Sep 27, 2018","295,098","296,078","302,941","295,098","544.51K","-2.45%"
"Sep 26, 2018","302,500","302,500","302,500","302,500","-","2.00%"
"Sep 21, 2018","296,569","294,118","298,529","290,686","602.62K","2.02%"
"Sep 20, 2018","290,686","298,529","305,392","290,196","1.13M","-3.10%"
"Sep 19, 2018","300,000","294,118","301,961","291,667","876.56K","1.83%"
"Sep 18, 2018","294,608","295,098","297,549","291,667","891.43K","-0.66%"
"Sep 17, 2018","296,569","292,647","299,020","291,176","1.23M","1.91%"
"Sep 16, 2018","291,000","291,000","291,000","291,000","-","2.00%"
"Sep 14, 2018","285,294","286,765","290,686","282,843","729.10K","-0.85%"
"Sep 13, 2018","287,745","282,353","288,235","279,412","1.07M","2.98%"
"Sep 12, 2018","279,412","271,078","281,863","269,118","1.06M","3.83%"
"Sep 11, 2018","269,118","267,647","271,569","266,176","376.27K","0.18%"
"Sep 10, 2018","268,627","273,529","275,490","267,157","433.60K","-3.89%"
"Sep 09, 2018","279,500","279,500","279,500","279,500","-","2.00%"
"Sep 07, 2018","274,020","272,549","275,490","270,588","411.47K","0.72%"
"Sep 06, 2018","272,059","269,608","273,529","265,686","452.79K","1.09%"
"Sep 05, 2018","269,118","275,490","278,431","268,137","640.18K","-1.96%"
"Sep 04, 2018","274,510","262,745","275,980","262,745","1.01M","4.87%"
"Sep 03, 2018","261,765","263,235","266,176","259,804","489.84K","-3.05%"
"Sep 02, 2018","270,000","270,000","270,000","270,000","-","2.00%"
"Aug 31, 2018","264,706","261,274","267,157","259,804","678.52K","1.31%"
"Aug 30, 2018","261,274","264,706","264,706","259,314","554.23K","-1.11%"
"Aug 29, 2018","264,216","263,725","268,627","263,725","407.28K","0.19%"
"Aug 28, 2018","263,725","274,020","274,510","263,725","753.09K","-3.24%"
"Aug 27, 2018","272,549","275,000","278,431","272,059","445.05K","-2.49%"
"Aug 26, 2018","279,500","279,500","279,500","279,500","-","2.00%"
"Aug 24, 2018","274,020","269,118","275,490","266,176","600.08K","2.01%"
"Aug 23, 2018","268,627","264,216","268,627","262,745","398.56K","2.05%"
"Aug 22, 2018","263,235","265,196","270,098","262,745","480.37K","0.00%"
"Aug 21, 2018","263,235","259,314","265,686","257,353","637.92K","2.87%"
"Aug 20, 2018","255,882","260,784","263,725","255,882","425.46K","-2.71%"
"Aug 19, 2018","263,000","263,000","263,000","263,000","-","2.00%"
"Aug 17, 2018","257,843","253,922","263,235","253,922","642.45K","1.74%"
"Aug 16, 2018","253,431","253,431","257,353","246,569","779.27K","-2.90%"
"Aug 15, 2018","261,000","261,000","261,000","261,000","-","2.00%"
"Aug 14, 2018","255,882","254,902","261,765","254,902","557.87K","0.19%"
"Aug 13, 2018","255,392","265,686","266,176","253,922","1.00M","-6.11%"
"Aug 12, 2018","272,000","272,000","272,000","272,000","-","2.00%"
"Aug 10, 2018","266,667","270,098","275,490","265,196","533.88K","-1.45%"
"Aug 09, 2018","270,588","261,765","270,588","258,333","1.09M","0.00%"
"Aug 08, 2018","270,588","271,078","275,980","270,098","474.11K","0.55%"
"Aug 07, 2018","269,118","266,176","272,549","257,353","1.12M","0.18%"
"Aug 06, 2018","268,627","275,000","277,451","267,157","385.26K","-4.23%"
"Aug 05, 2018","280,500","280,500","280,500","280,500","-","2.00%"
"Aug 03, 2018","275,000","277,941","279,412","273,039","372.06K","-0.36%"
"Aug 02, 2018","275,980","278,922","279,412","268,627","707.47K","0.36%"
"Aug 01, 2018","275,000","271,078","283,333","270,588","1.02M","3.32%"
"Jul 31, 2018","266,176","251,961","267,647","251,471","735.04K","5.23%"
"Jul 30, 2018","252,941","249,020","255,392","244,608","558.74K","-1.39%"
"Jul 29, 2018","256,500","256,500","256,500","256,500","-","2.00%"
"Jul 27, 2018","251,471","251,471","254,902","249,020","557.14K","0.79%"
"Jul 26, 2018","249,510","249,510","255,882","240,686","1.20M","1.39%"
"Jul 25, 2018","246,078","261,274","262,745","242,157","1.96M","-5.28%"
"Jul 24, 2018","259,804","263,235","268,627","257,843","745.38K","-0.93%"
"Jul 23, 2018","262,255","279,902","280,392","261,765","1.22M","-8.14%"
"Jul 22, 2018","285,500","285,500","285,500","285,500","-","2.00%"
"Jul 20, 2018","279,902","282,353","284,314","276,961","391.28K","-1.04%"
"Jul 19, 2018","282,843","286,274","287,745","277,451","663.00K","-0.52%"
"Jul 18, 2018","284,314","291,176","296,078","283,823","458.80K","-1.86%"
"Jul 17, 2018","289,706","289,216","291,667","286,274","409.74K","0.68%"
"Jul 16, 2018","287,745","283,333","293,627","282,353","583.10K","-0.09%"
"Jul 15, 2018","288,000","288,000","288,000","288,000","-","2.00%"
"Jul 13, 2018","282,353","279,902","284,314","277,451","537.39K","0.00%"
"Jul 12, 2018","282,353","271,569","282,353","271,078","724.91K","4.16%"
"Jul 11, 2018","271,078","275,490","275,490","268,627","580.41K","-1.60%"
"Jul 10, 2018","275,490","280,882","283,823","275,000","492.46K","-1.06%"
"Jul 09, 2018","278,431","283,333","285,784","278,431","443.00K","-3.82%"
"Jul 08, 2018","289,500","289,500","289,500","289,500","-","2.00%"
"Jul 06, 2018","283,823","277,451","287,255","272,549","772.22K","2.66%"
"Jul 05, 2018","276,471","286,765","288,725","272,059","1.04M","-3.26%"
"Jul 04, 2018","285,784","295,098","296,569","284,804","741.95K","-3.80%"
"Jul 03, 2018","297,059","301,471","302,451","293,137","619.24K","-0.16%"
"Jul 02, 2018","297,549","297,059","305,392","297,059","919.27K","0.00%"
"Jun 29, 2018","297,549","295,098","300,490","290,686","755.27K","1.85%"
"Jun 28, 2018","292,157","294,608","298,529","290,196","491.44K","-1.32%"
"Jun 27, 2018","296,078","293,627","302,451","291,667","837.17K","0.33%"
"Jun 26, 2018","295,098","286,765","295,098","281,373","723.82K","1.69%"
"Jun 25, 2018","290,196","293,627","295,098","287,255","493.13K","-1.79%"
"Jun 24, 2018","295,500","295,500","295,500","295,500","-","2.00%"
"Jun 22, 2018","289,706","284,314","292,647","282,843","541.46K","1.20%"
"Jun 21, 2018","286,274","291,667","292,157","285,784","744.58K","-1.68%"
"Jun 20, 2018","291,176","285,784","296,078","284,804","952.12K","3.30%"
"Jun 19, 2018","281,863","300,000","301,471","280,882","1.29M","-5.74%"
"Jun 18, 2018","299,020","296,078","304,902","293,137","1.66M","0.17%"
"Jun 17, 2018","298,500","298,500","298,500","298,500","-","2.00%"
"Jun 15, 2018","292,647","275,490","294,118","274,510","1.86M","6.61%"
"Jun 14, 2018","274,510","267,157","274,510","267,157","1.11M","0.55%"
"Jun 13, 2018","273,000","273,000","273,000","273,000","-","2.00%"
"Jun 12, 2018","267,647","264,216","270,098","263,725","668.52K","2.06%"
"Jun 11, 2018","262,255","263,725","265,196","261,765","329.65K","-2.69%"
"Jun 10, 2018","269,500","269,500","269,500","269,500","-","2.00%"
"Jun 08, 2018","264,216","265,686","269,608","262,745","416.94K","-0.55%"
"Jun 07, 2018","265,686","263,235","267,647","261,274","580.70K","-0.49%"
"Jun 06, 2018","267,000","267,000","267,000","267,000","-","2.00%"
"Jun 05, 2018","261,765","264,706","265,686","260,294","400.11K","0.19%"
"Jun 04, 2018","261,274","267,157","268,137","258,823","682.59K","-4.47%"
"Jun 03, 2018","273,500","273,500","273,500","273,500","-","2.00%"
"Jun 01, 2018","268,137","260,294","270,588","259,804","868.45K","3.01%"
"May 31, 2018","260,294","269,118","269,118","260,294","758.09K","-1.48%"
"May 30, 2018","264,216","264,706","266,176","257,353","910.23K","-0.37%"
"May 29, 2018","265,196","268,137","274,020","264,706","701.23K","-0.18%"
"May 28, 2018","265,686","264,216","270,588","261,765","798.56K","-3.39%"
"May 27, 2018","275,000","275,000","275,000","275,000","-","2.00%"
"May 25, 2018","269,608","259,314","274,510","259,314","1.43M","3.97%"
"May 24, 2018","259,314","253,922","262,745","253,431","795.91K","2.72%"
"May 23, 2018","252,451","264,706","266,176","251,471","1.00M","-6.50%"
"May 22, 2018","270,000","270,000","270,000","270,000","-","2.00%"
"May 21, 2018","264,706","265,686","267,647","262,745","366.35K","-1.96%"
"May 20, 2018","270,000","270,000","270,000","270,000","-","2.00%"
"May 18, 2018","264,706","266,176","270,098","263,725","744.13K","0.93%"
"May 17, 2018","262,255","266,176","267,647","260,784","626.95K","-0.37%"
"May 16, 2018","263,235","265,686","268,137","261,765","1.11M","0.19%"
"May 15, 2018","262,745","256,863","266,176","256,863","1.51M","5.10%"
"May 14, 2018","250,000","257,353","258,823","249,510","789.83K","-3.85%"
"May 13, 2018","260,000","260,000","260,000","260,000","-","2.00%"
"May 11, 2018","254,902","251,961","262,255","250,980","1.05M","0.39%"
"May 10, 2018","253,922","254,902","258,823","247,549","1.35M","0.00%"
"May 09, 2018","253,922","230,392","259,314","229,412","2.58M","9.75%"
"May 08, 2018","231,373","246,078","250,980","229,412","1.40M","-7.45%"
"May 07, 2018","250,000","250,000","250,000","250,000","-","2.00%"
"May 04, 2018","245,098","257,353","258,823","244,118","1.09M","-4.58%"
"May 03, 2018","256,863","256,373","261,765","251,961","852.12K","1.16%"
"May 02, 2018","253,922","262,255","267,157","250,980","1.30M","-6.30%"
"May 01, 2018","271,000","271,000","271,000","271,000","-","2.00%"
"Apr 30, 2018","265,686","269,608","275,980","261,765","1.04M","-3.91%"
"Apr 29, 2018","276,500","276,500","276,500","276,500","-","2.00%"
"Apr 27, 2018","271,078","260,294","272,549","254,902","1.30M","7.59%"
"Apr 26, 2018","251,961","251,961","255,392","250,490","958.60K","2.39%"
"Apr 25, 2018","246,078","240,686","251,471","239,216","1.34M","1.01%"
"Apr 24, 2018","243,627","246,078","255,392","243,137","1.68M","-0.80%"
"Apr 23, 2018","245,588","259,804","262,255","244,608","2.00M","-8.70%"
"Apr 22, 2018","269,000","269,000","269,000","269,000","-","2.00%"
"Apr 20, 2018","263,725","260,784","270,098","252,451","1.96M","0.94%"
"Apr 19, 2018","261,274","277,451","277,941","260,294","2.24M","-6.33%"
"Apr 18, 2018","278,922","288,725","289,706","277,451","945.32K","-1.90%"
"Apr 17, 2018","284,314","290,196","290,196","283,333","665.86K","-1.86%"
"Apr 16, 2018","289,706","283,823","296,078","283,823","831.77K","-0.10%"
"Apr 15, 2018","290,000","290,000","290,000","290,000","-","2.00%"
"Apr 13, 2018","284,314","289,216","289,216","280,882","996.74K","-2.85%"
"Apr 12, 2018","292,647","293,137","297,059","287,255","1.04M","0.17%"
"Apr 11, 2018","292,157","300,000","301,961","292,157","686.54K","-1.65%"
"Apr 10, 2018","297,059","303,431","305,392","295,098","824.30K","-0.98%"
"Apr 09, 2018","300,000","292,647","303,922","287,255","1.15M","2.74%"
"Apr 08, 2018","292,000","292,000","292,000","292,000","-","2.00%"
"Apr 06, 2018","286,274","290,196","294,608","285,784","635.76K","-1.02%"
"Apr 05, 2018","289,216","285,784","300,980","277,941","1.82M","0.34%"
"Apr 04, 2018","288,235","297,549","300,000","285,784","1.18M","-1.67%"
"Apr 03, 2018","293,137","293,627","298,529","291,176","875.14K","-1.64%"
"Apr 02, 2018","298,039","304,412","309,804","298,039","705.43K","-3.70%"
"Apr 01, 2018","309,500","309,500","309,500","309,500","-","2.00%"
"Mar 30, 2018","303,431","313,235","315,196","302,941","1.22M","-2.37%"
"Mar 29, 2018","310,784","291,176","311,765","289,216","1.97M","9.50%"
"Mar 28, 2018","283,823","286,274","288,235","275,000","2.57M","-2.53%"
"Mar 27, 2018","291,176","300,980","302,451","291,176","1.14M","-1.00%"
"Mar 26, 2018","294,118","295,098","299,020","288,235","1.34M","-1.96%"
"Mar 25, 2018","300,000","300,000","300,000","300,000","-","2.00%"
"Mar 23, 2018","294,118","296,569","306,373","292,157","1.47M","-3.38%"
"Mar 22, 2018","304,412","305,882","312,745","299,020","1.19M","-0.32%"
"Mar 21, 2018","305,392","316,667","318,137","304,902","1.22M","-3.41%"
"Mar 20, 2018","316,176","309,804","318,627","306,373","1.16M","1.10%"
"Mar 19, 2018","312,745","320,588","323,039","311,274","844.36K","-3.47%"
"Mar 18, 2018","324,000","324,000","324,000","324,000","-","2.00%"
"Mar 16, 2018","317,647","318,627","325,980","314,706","1.37M","0.47%"
"Mar 15, 2018","316,176","306,863","321,078","304,412","2.03M","5.22%"
"Mar 14, 2018","300,490","300,490","309,804","297,549","1.91M","-1.45%"
"Mar 13, 2018","304,902","314,706","314,706","299,020","3.00M","-3.42%"
"Mar 12, 2018","315,686","317,647","326,961","307,353","2.59M","-3.16%"
"Mar 11, 2018","326,000","326,000","326,000","326,000","-","2.00%"
"Mar 09, 2018","319,608","338,725","348,039","316,667","3.54M","-7.91%"
"Mar 08, 2018","347,059","324,510","347,059","324,020","7.63M","8.92%"
"Mar 07, 2018","318,627","340,196","344,608","318,137","5.27M","-12.16%"
"Mar 06, 2018","362,745","368,627","374,020","351,471","2.03M","-0.94%"
"Mar 05, 2018","366,176","378,922","384,314","350,000","3.17M","-1.57%"
"Mar 04, 2018","372,000","372,000","372,000","372,000","-","2.00%"
"Mar 02, 2018","364,706","346,078","364,706","344,118","1.97M","3.32%"
"Mar 01, 2018","353,000","353,000","353,000","353,000","-","2.00%"
"Feb 28, 2018","346,078","335,784","357,353","335,294","2.42M","0.57%"
"Feb 27, 2018","344,118","327,451","347,549","324,020","2.12M","7.50%"
"Feb 26, 2018","320,098","314,706","321,569","314,216","827.99K","0.66%"
"Feb 25, 2018","318,000","318,000","318,000","318,000","-","2.00%"
"Feb 23, 2018","311,765","302,941","316,176","300,980","987.96K","3.41%"
"Feb 22, 2018","301,471","299,020","307,353","295,098","735.03K","0.00%"
"Feb 21, 2018","301,471","298,039","305,392","296,078","731.48K","1.15%"
"Feb 20, 2018","298,039","307,353","312,745","295,098","1.09M","-3.95%"
"Feb 19, 2018","310,294","319,608","319,608","305,392","1.36M","-0.71%"
"Feb 18, 2018","312,500","312,500","312,500","312,500","-","2.00%"
"Feb 14, 2018","306,373","293,137","307,353","290,686","1.72M","6.29%"
"Feb 13, 2018","288,235","300,000","301,961","288,235","1.21M","-2.81%"
"Feb 12, 2018","296,569","289,706","305,392","289,216","2.14M","2.98%"
"Feb 11, 2018","288,000","288,000","288,000","288,000","-","2.00%"
"Feb 09, 2018","282,353","253,922","287,255","252,451","3.01M","6.12%"
"Feb 08, 2018","266,078","246,373","267,647","233,823","7.86M","6.02%"
"Feb 07, 2018","250,980","285,588","286,274","250,980","3.35M","-9.92%"
"Feb 06, 2018","278,627","270,784","285,490","266,863","2.63M","-0.63%"
"Feb 05, 2018","280,392","287,647","294,020","280,392","1.36M","-6.97%"
"Feb 04, 2018","301,400","301,400","301,400","301,400","-","2.00%"
"Feb 02, 2018","295,490","294,412","300,392","284,314","1.67M","0.53%"
"Feb 01, 2018","293,922","308,627","312,059","291,471","1.93M","-5.04%"
"Jan 31, 2018","309,510","311,372","315,784","306,373","1.39M","-3.34%"
"Jan 30, 2018","320,196","327,353","332,353","318,823","1.80M","-0.52%"
"Jan 29, 2018","321,863","288,137","330,882","288,137","2.13M","7.29%"
"Jan 28, 2018","300,000","300,000","300,000","300,000","-","2.00%"
"Jan 26, 2018","294,118","281,373","295,784","276,765","1.61M","3.56%"
"Jan 25, 2018","284,020","285,588","289,216","276,765","1.41M","-1.29%"
"Jan 24, 2018","287,745","303,922","305,882","285,588","1.58M","-1.84%"
